03-24 04:08:49  Still in matching 
03-24 04:08:51  Looking for image: matching.png 
03-24 04:08:51  Still in matching 
03-24 04:08:54  Looking for image: matching.png 
03-24 04:08:54  Still in matching 
03-24 04:08:57  Looking for image: matching.png 
03-24 04:09:02  Not found matching.png, maybe match done 
03-24 04:09:04  Looking for image: matching.png 
03-24 04:09:09  Not found matching.png, maybe match done 
03-24 04:09:09  matching done 
03-24 04:09:24  Select card. 
03-24 04:09:30  Wait for succeed 
03-24 04:09:48  Looking for image: bk1.png 
03-24 04:09:48  I win this round 
03-24 04:09:48  Total have win: 18/36 
03-24 04:09:48  Start Match 
03-24 04:09:50  start round match 
03-24 04:09:53  Looking for image: matching.png 
03-24 04:09:53  Still in matching 
03-24 04:09:55  Looking for image: matching.png 
03-24 04:09:56  Still in matching 
03-24 04:09:58  Looking for image: matching.png 
03-24 04:09:59  Still in matching 
03-24 04:10:01  Looking for image: matching.png 
03-24 04:10:01  Still in matching 
03-24 04:10:04  Looking for image: matching.png 
03-24 04:10:09  Not found matching.png, maybe match done 
03-24 04:10:11  Looking for image: matching.png 
03-24 04:10:17  Not found matching.png, maybe match done 
03-24 04:10:17  matching done 
03-24 04:10:32  Select card. 
03-24 04:10:37  Wait for succeed 
03-24 04:10:55  Looking for image: bk1.png 
03-24 04:11:18  Looking for image: bk1.png 
03-24 04:11:42  Looking for image: bk1.png 
03-24 04:11:47  I Give up 
03-24 04:12:10  Looking for image: bk1.png 
03-24 04:12:11  Total have win: 18/37 
03-24 04:12:11  Start Match 
03-24 04:12:13  start round match 
03-24 04:12:15  Looking for image: matching.png 
03-24 04:12:16  Still in matching 
03-24 04:12:18  Looking for image: matching.png 
03-24 04:12:19  Still in matching 
03-24 04:12:21  Looking for image: matching.png 
03-24 04:12:21  Still in matching 
03-24 04:12:24  Looking for image: matching.png 
03-24 04:12:29  Not found matching.png, maybe match done 
03-24 04:12:31  Looking for image: matching.png 
03-24 04:12:36  Not found matching.png, maybe match done 
03-24 04:12:36  matching done 
03-24 04:12:51  Select card. 
03-24 04:12:57  Wait for succeed 
03-24 04:13:15  Looking for image: bk1.png 
03-24 04:13:38  Looking for image: bk1.png 
03-24 04:13:38  I win this round 
03-24 04:13:38  Total have win: 19/38 
03-24 04:13:38  Start Match 
03-24 04:13:41  start round match 
03-24 04:13:43  Looking for image: matching.png 
03-24 04:13:43  Still in matching 
03-24 04:13:46  Looking for image: matching.png 
03-24 04:13:46  Still in matching 
03-24 04:13:48  Looking for image: matching.png 
03-24 04:13:50  Still in matching 
03-24 04:13:52  Looking for image: matching.png 
03-24 04:13:58  Not found matching.png, maybe match done 
03-24 04:14:00  Looking for image: matching.png 
03-24 04:14:05  Not found matching.png, maybe match done 
03-24 04:14:05  matching done 
03-24 04:14:20  Select card. 
03-24 04:14:25  Wait for succeed 
03-24 04:14:43  Looking for image: bk1.png 
03-24 04:15:07  Looking for image: bk1.png 
03-24 04:15:30  Looking for image: bk1.png 
03-24 04:15:35  I Give up 
03-24 04:15:58  Looking for image: bk1.png 
03-24 04:15:59  Total have win: 19/39 
03-24 04:15:59  Start Match 
03-24 04:16:01  start round match 
03-24 04:16:03  Looking for image: matching.png 
03-24 04:16:04  Still in matching 
03-24 04:16:06  Looking for image: matching.png 
03-24 04:16:06  Still in matching 
03-24 04:16:09  Looking for image: matching.png 
03-24 04:16:09  Still in matching 
03-24 04:16:11  Looking for image: matching.png 
03-24 04:16:12  Still in matching 
03-24 04:16:14  Looking for image: matching.png 
03-24 04:16:20  Not found matching.png, maybe match done 
03-24 04:16:22  Looking for image: matching.png 
03-24 04:16:28  Not found matching.png, maybe match done 
03-24 04:16:28  matching done 
03-24 04:16:43  Select card. 
03-24 04:16:48  Wait for succeed 
03-24 04:17:06  Looking for image: bk1.png 
03-24 04:17:29  Looking for image: bk1.png 
03-24 04:17:52  Looking for image: bk1.png 
03-24 04:17:57  I Give up 
03-24 04:18:21  Looking for image: bk1.png 
03-24 04:18:21  Total have win: 19/40 
03-24 04:18:21  Start Match 
03-24 04:18:23  start round match 
03-24 04:18:26  Looking for image: matching.png 
03-24 04:18:26  Still in matching 
03-24 04:18:28  Looking for image: matching.png 
03-24 04:18:29  Still in matching 
03-24 04:18:31  Looking for image: matching.png 
03-24 04:18:32  Still in matching 
03-24 04:18:34  Looking for image: matching.png 
03-24 04:18:39  Not found matching.png, maybe match done 
03-24 04:18:41  Looking for image: matching.png 
03-24 04:18:46  Not found matching.png, maybe match done 
03-24 04:18:46  matching done 
03-24 04:19:01  Select card. 
03-24 04:19:07  Wait for succeed 
03-24 04:19:25  Looking for image: bk1.png 
03-24 04:19:48  Looking for image: bk1.png 
03-24 04:20:11  Looking for image: bk1.png 
03-24 04:20:16  I Give up 
03-24 04:20:40  Looking for image: bk1.png 
03-24 04:20:40  Total have win: 19/41 
03-24 04:20:40  Start Match 
03-24 04:20:42  start round match 
03-24 04:20:45  Looking for image: matching.png 
03-24 04:20:45  Still in matching 
03-24 04:20:47  Looking for image: matching.png 
03-24 04:20:48  Still in matching 
03-24 04:20:50  Looking for image: matching.png 
03-24 04:20:56  Not found matching.png, maybe match done 
03-24 04:20:58  Looking for image: matching.png 
03-24 04:21:03  Not found matching.png, maybe match done 
03-24 04:21:03  matching done 
03-24 04:21:18  Select card. 
03-24 04:21:23  Wait for succeed 
03-24 04:21:41  Looking for image: bk1.png 
03-24 04:22:05  Looking for image: bk1.png 
03-24 04:22:28  Looking for image: bk1.png 
03-24 04:22:33  I Give up 
03-24 04:22:57  Looking for image: bk1.png 
03-24 04:22:57  Total have win: 19/42 
03-24 04:22:57  Start Match 
03-24 04:22:59  start round match 
03-24 04:23:02  Looking for image: matching.png 
03-24 04:23:02  Still in matching 
03-24 04:23:04  Looking for image: matching.png 
03-24 04:23:05  Still in matching 
03-24 04:23:07  Looking for image: matching.png 
03-24 04:23:08  Still in matching 
03-24 04:23:10  Looking for image: matching.png 
03-24 04:23:12  Still in matching 
03-24 04:23:14  Looking for image: matching.png 
03-24 04:23:20  Not found matching.png, maybe match done 
03-24 04:23:22  Looking for image: matching.png 
03-24 04:23:27  Not found matching.png, maybe match done 
03-24 04:23:27  matching done 
03-24 04:23:42  Select card. 
03-24 04:23:48  Wait for succeed 
03-24 04:24:06  Looking for image: bk1.png 
03-24 04:24:29  Looking for image: bk1.png 
03-24 04:24:52  Looking for image: bk1.png 
03-24 04:24:57  I Give up 
03-24 04:25:20  Looking for image: bk1.png 
03-24 04:25:21  Total have win: 19/43 
03-24 04:25:21  Start Match 
03-24 04:25:23  start round match 
03-24 04:25:25  Looking for image: matching.png 
03-24 04:25:30  Not found matching.png, maybe match done 
03-24 04:25:32  Looking for image: matching.png 
03-24 04:25:38  Not found matching.png, maybe match done 
03-24 04:25:38  matching done 
03-24 04:25:53  Select card. 
03-24 04:25:58  Wait for succeed 
03-24 04:26:16  Looking for image: bk1.png 
03-24 04:26:39  Looking for image: bk1.png 
03-24 04:27:02  Looking for image: bk1.png 
03-24 04:27:07  I Give up 
03-24 04:27:31  Looking for image: bk1.png 
03-24 04:27:31  Total have win: 19/44 
03-24 04:27:31  Start Match 
03-24 04:27:34  start round match 
03-24 04:27:36  Looking for image: matching.png 
03-24 04:27:36  Still in matching 
03-24 04:27:39  Looking for image: matching.png 
03-24 04:27:39  Still in matching 
03-24 04:27:41  Looking for image: matching.png 
03-24 04:27:42  Still in matching 
03-24 04:27:44  Looking for image: matching.png 
03-24 04:27:45  Still in matching 
03-24 04:27:47  Looking for image: matching.png 
03-24 04:27:52  Not found matching.png, maybe match done 
03-24 04:27:55  Looking for image: matching.png 
03-24 04:28:00  Not found matching.png, maybe match done 
03-24 04:28:00  matching done 
03-24 04:28:15  Select card. 
03-24 04:28:20  Wait for succeed 
03-24 04:28:38  Looking for image: bk1.png 
03-24 04:28:39  I win this round 
03-24 04:28:39  Total have win: 20/45 
03-24 04:28:39  Start Match 
03-24 04:28:41  start round match 
03-24 04:28:43  Looking for image: matching.png 
03-24 04:28:44  Still in matching 
03-24 04:28:46  Looking for image: matching.png 
03-24 04:28:46  Still in matching 
03-24 04:28:49  Looking for image: matching.png 
03-24 04:28:49  Still in matching 
03-24 04:28:52  Looking for image: matching.png 
03-24 04:28:57  Not found matching.png, maybe match done 
03-24 04:28:59  Looking for image: matching.png 
03-24 04:29:05  Not found matching.png, maybe match done 
03-24 04:29:05  matching done 
03-24 04:29:20  Select card. 
03-24 04:29:25  Wait for succeed 
03-24 04:29:43  Looking for image: bk1.png 
03-24 04:30:07  Looking for image: bk1.png 
03-24 04:30:31  Looking for image: bk1.png 
03-24 04:30:36  I Give up 
03-24 04:31:00  Looking for image: bk1.png 
03-24 04:31:00  Total have win: 20/46 
03-24 04:31:00  Start Match 
03-24 04:31:03  start round match 
03-24 04:31:05  Looking for image: matching.png 
03-24 04:31:05  Still in matching 
03-24 04:31:08  Looking for image: matching.png 
03-24 04:31:08  Still in matching 
03-24 04:31:10  Looking for image: matching.png 
03-24 04:31:11  Still in matching 
03-24 04:31:13  Looking for image: matching.png 
03-24 04:31:15  Still in matching 
03-24 04:31:17  Looking for image: matching.png 
03-24 04:31:23  Not found matching.png, maybe match done 
03-24 04:31:25  Looking for image: matching.png 
03-24 04:31:30  Not found matching.png, maybe match done 
03-24 04:31:30  matching done 
03-24 04:31:45  Select card. 
03-24 04:31:51  Wait for succeed 
03-24 04:32:09  Looking for image: bk1.png 
03-24 04:32:09  I win this round 
03-24 04:32:09  Total have win: 21/47 
03-24 04:32:09  Start Match 
03-24 04:32:11  start round match 
03-24 04:32:14  Looking for image: matching.png 
03-24 04:32:18  Not found matching.png, maybe match done 
03-24 04:32:20  Looking for image: matching.png 
03-24 04:32:21  Still in matching 
03-24 04:32:23  Looking for image: matching.png 
03-24 04:32:29  Not found matching.png, maybe match done 
03-24 04:32:29  matching done 
03-24 04:32:44  Select card. 
03-24 04:32:49  Wait for succeed 
03-24 04:33:07  Looking for image: bk1.png 
03-24 04:33:30  Looking for image: bk1.png 
03-24 04:33:53  Looking for image: bk1.png 
03-24 04:33:58  I Give up 
03-24 04:34:22  Looking for image: bk1.png 
03-24 04:34:22  Total have win: 21/48 
03-24 04:34:22  Start Match 
03-24 04:34:24  start round match 
03-24 04:34:27  Looking for image: matching.png 
03-24 04:34:27  Still in matching 
03-24 04:34:30  Looking for image: matching.png 
03-24 04:34:30  Still in matching 
03-24 04:34:32  Looking for image: matching.png 
03-24 04:34:33  Still in matching 
03-24 04:34:35  Looking for image: matching.png 
03-24 04:34:36  Still in matching 
03-24 04:34:38  Looking for image: matching.png 
03-24 04:34:39  Still in matching 
03-24 04:34:41  Looking for image: matching.png 
03-24 04:34:46  Not found matching.png, maybe match done 
03-24 04:34:49  Looking for image: matching.png 
03-24 04:34:54  Not found matching.png, maybe match done 
03-24 04:34:54  matching done 
03-24 04:35:09  Select card. 
03-24 04:35:14  Wait for succeed 
03-24 04:35:32  Looking for image: bk1.png 
03-24 04:35:56  Looking for image: bk1.png 
03-24 04:36:19  Looking for image: bk1.png 
03-24 04:36:24  I Give up 
03-24 04:36:48  Looking for image: bk1.png 
03-24 04:36:48  Total have win: 21/49 
03-24 04:36:48  Start Match 
03-24 04:36:51  start round match 
03-24 04:36:53  Looking for image: matching.png 
03-24 04:36:57  Not found matching.png, maybe match done 
03-24 04:37:00  Looking for image: matching.png 
03-24 04:37:00  Still in matching 
03-24 04:37:02  Looking for image: matching.png 
03-24 04:37:08  Not found matching.png, maybe match done 
03-24 04:37:08  matching done 
03-24 04:37:23  Select card. 
03-24 04:37:28  Wait for succeed 
03-24 04:37:46  Looking for image: bk1.png 
03-24 04:37:47  I win this round 
03-24 04:37:47  Total have win: 22/50 
03-24 04:37:47  Start Match 
03-24 04:37:49  start round match 
03-24 04:37:51  Looking for image: matching.png 
03-24 04:37:52  Still in matching 
03-24 04:37:54  Looking for image: matching.png 
03-24 04:37:55  Still in matching 
03-24 04:37:57  Looking for image: matching.png 
03-24 04:38:02  Not found matching.png, maybe match done 
03-24 04:38:04  Looking for image: matching.png 
03-24 04:38:10  Not found matching.png, maybe match done 
03-24 04:38:10  matching done 
03-24 04:38:25  Select card. 
03-24 04:38:31  Wait for succeed 
03-24 04:38:49  Looking for image: bk1.png 
03-24 04:39:12  Looking for image: bk1.png 
03-24 04:39:36  Looking for image: bk1.png 
03-24 04:39:41  I Give up 
03-24 04:40:05  Looking for image: bk1.png 
03-24 04:40:05  Total have win: 22/51 
03-24 04:40:05  Start Match 
03-24 04:40:08  start round match 
03-24 04:40:10  Looking for image: matching.png 
03-24 04:40:10  Still in matching 
03-24 04:40:13  Looking for image: matching.png 
03-24 04:40:13  Still in matching 
03-24 04:40:15  Looking for image: matching.png 
03-24 04:40:16  Still in matching 
03-24 04:40:18  Looking for image: matching.png 
03-24 04:40:19  Still in matching 
03-24 04:40:21  Looking for image: matching.png 
03-24 04:40:26  Not found matching.png, maybe match done 
03-24 04:40:29  Looking for image: matching.png 
03-24 04:40:34  Not found matching.png, maybe match done 
03-24 04:40:34  matching done 
03-24 04:40:49  Select card. 
03-24 04:40:55  Wait for succeed 
03-24 04:41:13  Looking for image: bk1.png 
03-24 04:41:36  Looking for image: bk1.png 
03-24 04:41:59  Looking for image: bk1.png 
03-24 04:42:04  I Give up 
03-24 04:42:28  Looking for image: bk1.png 
03-24 04:42:28  Total have win: 22/52 
03-24 04:42:28  Start Match 
03-24 04:42:30  start round match 
03-24 04:42:33  Looking for image: matching.png 
03-24 04:42:33  Still in matching 
03-24 04:42:36  Looking for image: matching.png 
03-24 04:42:36  Still in matching 
03-24 04:42:38  Looking for image: matching.png 
03-24 04:42:39  Still in matching 
03-24 04:42:41  Looking for image: matching.png 
03-24 04:42:43  Still in matching 
03-24 04:42:45  Looking for image: matching.png 
03-24 04:42:51  Not found matching.png, maybe match done 
03-24 04:42:53  Looking for image: matching.png 
03-24 04:42:59  Not found matching.png, maybe match done 
03-24 04:42:59  matching done 
03-24 04:43:14  Select card. 
03-24 04:43:19  Wait for succeed 
03-24 04:43:37  Looking for image: bk1.png 
03-24 04:44:00  Looking for image: bk1.png 
03-24 04:44:24  Looking for image: bk1.png 
03-24 04:44:29  I Give up 
03-24 04:44:53  Looking for image: bk1.png 
03-24 04:44:53  Total have win: 22/53 
03-24 04:44:53  Start Match 
03-24 04:44:55  start round match 
03-24 04:44:58  Looking for image: matching.png 
03-24 04:44:58  Still in matching 
03-24 04:45:00  Looking for image: matching.png 
03-24 04:45:01  Still in matching 
03-24 04:45:03  Looking for image: matching.png 
03-24 04:45:04  Still in matching 
03-24 04:45:06  Looking for image: matching.png 
03-24 04:45:07  Still in matching 
03-24 04:45:09  Looking for image: matching.png 
03-24 04:45:14  Not found matching.png, maybe match done 
03-24 04:45:16  Looking for image: matching.png 
03-24 04:45:21  Not found matching.png, maybe match done 
03-24 04:45:21  matching done 
03-24 04:45:36  Select card. 
03-24 04:45:42  Wait for succeed 
03-24 04:46:00  Looking for image: bk1.png 
03-24 04:46:00  I win this round 
03-24 04:46:00  Total have win: 23/54 
03-24 04:46:00  Start Match 
03-24 04:46:03  start round match 
03-24 04:46:05  Looking for image: matching.png 
03-24 04:46:09  Not found matching.png, maybe match done 
03-24 04:46:11  Looking for image: matching.png 
03-24 04:46:17  Not found matching.png, maybe match done 
03-24 04:46:17  matching done 
03-24 04:46:32  Select card. 
03-24 04:46:37  Wait for succeed 
03-24 04:46:55  Looking for image: bk1.png 
03-24 04:47:18  Looking for image: bk1.png 
03-24 04:47:41  Looking for image: bk1.png 
03-24 04:47:46  I Give up 
03-24 04:48:09  Looking for image: bk1.png 
03-24 04:48:10  Total have win: 23/55 
03-24 04:48:10  Start Match 
03-24 04:48:12  start round match 
03-24 04:48:14  Looking for image: matching.png 
03-24 04:48:15  Still in matching 
03-24 04:48:17  Looking for image: matching.png 
03-24 04:48:18  Still in matching 
03-24 04:48:20  Looking for image: matching.png 
03-24 04:48:25  Not found matching.png, maybe match done 
03-24 04:48:27  Looking for image: matching.png 
03-24 04:48:32  Not found matching.png, maybe match done 
03-24 04:48:32  matching done 
03-24 04:48:47  Select card. 
03-24 04:48:53  Wait for succeed 
03-24 04:49:11  Looking for image: bk1.png 
03-24 04:49:34  Looking for image: bk1.png 
03-24 04:49:57  Looking for image: bk1.png 
03-24 04:50:02  I Give up 
03-24 04:50:25  Looking for image: bk1.png 
03-24 04:50:26  Total have win: 23/56 
03-24 04:50:26  Start Match 
03-24 04:50:28  start round match 
03-24 04:50:30  Looking for image: matching.png 
03-24 04:50:31  Still in matching 
03-24 04:50:33  Looking for image: matching.png 
03-24 04:50:34  Still in matching 
03-24 04:50:36  Looking for image: matching.png 
03-24 04:50:39  Still in matching 
03-24 04:50:42  Looking for image: matching.png 
03-24 04:50:47  Not found matching.png, maybe match done 
03-24 04:50:49  Looking for image: matching.png 
03-24 04:50:55  Not found matching.png, maybe match done 
03-24 04:50:55  matching done 
03-24 04:51:10  Select card. 
03-24 04:51:15  Wait for succeed 
03-24 04:51:33  Looking for image: bk1.png 
03-24 04:51:35  I win this round 
03-24 04:51:35  Total have win: 24/57 
03-24 04:51:35  Start Match 
03-24 04:51:37  start round match 
03-24 04:51:39  Looking for image: matching.png 
03-24 04:51:40  Still in matching 
03-24 04:51:42  Looking for image: matching.png 
03-24 04:51:42  Still in matching 
03-24 04:51:45  Looking for image: matching.png 
03-24 04:51:47  Still in matching 
03-24 04:51:50  Looking for image: matching.png 
03-24 04:51:55  Not found matching.png, maybe match done 
03-24 04:51:57  Looking for image: matching.png 
03-24 04:52:03  Not found matching.png, maybe match done 
03-24 04:52:03  matching done 
03-24 04:52:18  Select card. 
03-24 04:52:23  Wait for succeed 
03-24 04:52:41  Looking for image: bk1.png 
03-24 04:52:41  I win this round 
03-24 04:52:41  Total have win: 25/58 
03-24 04:52:41  Start Match 
03-24 04:52:44  start round match 
03-24 04:52:46  Looking for image: matching.png 
03-24 04:52:50  Not found matching.png, maybe match done 
03-24 04:52:53  Looking for image: matching.png 
03-24 04:52:58  Not found matching.png, maybe match done 
03-24 04:52:58  matching done 
03-24 04:53:13  Select card. 
03-24 04:53:18  Wait for succeed 
03-24 04:53:36  Looking for image: bk1.png 
03-24 04:54:00  Looking for image: bk1.png 
03-24 04:54:01  I win this round 
03-24 04:54:01  Total have win: 26/59 
03-24 04:54:01  Start Match 
03-24 04:54:03  start round match 
03-24 04:54:05  Looking for image: matching.png 
03-24 04:54:06  Still in matching 
03-24 04:54:08  Looking for image: matching.png 
03-24 04:54:08  Still in matching 
03-24 04:54:11  Looking for image: matching.png 
03-24 04:54:11  Still in matching 
03-24 04:54:13  Looking for image: matching.png 
03-24 04:54:19  Not found matching.png, maybe match done 
03-24 04:54:21  Looking for image: matching.png 
03-24 04:54:26  Not found matching.png, maybe match done 
03-24 04:54:26  matching done 
03-24 04:54:41  Select card. 
03-24 04:54:47  Wait for succeed 
03-24 04:55:05  Looking for image: bk1.png 
03-24 04:55:28  Looking for image: bk1.png 
03-24 04:55:51  Looking for image: bk1.png 
03-24 04:55:56  I Give up 
03-24 04:56:20  Looking for image: bk1.png 
03-24 04:56:20  Total have win: 26/60 
03-24 04:56:20  Start Match 
03-24 04:56:22  start round match 
03-24 04:56:25  Looking for image: matching.png 
03-24 04:56:29  Not found matching.png, maybe match done 
03-24 04:56:31  Looking for image: matching.png 
03-24 04:56:32  Still in matching 
03-24 04:56:34  Looking for image: matching.png 
03-24 04:56:40  Not found matching.png, maybe match done 
03-24 04:56:40  matching done 
03-24 04:56:55  Select card. 
03-24 04:57:00  Wait for succeed 
03-24 04:57:18  Looking for image: bk1.png 
03-24 04:57:19  I win this round 
03-24 04:57:19  Total have win: 27/61 
03-24 04:57:19  Start Match 
03-24 04:57:21  start round match 
03-24 04:57:23  Looking for image: matching.png 
03-24 04:57:24  Still in matching 
03-24 04:57:26  Looking for image: matching.png 
03-24 04:57:27  Still in matching 
03-24 04:57:29  Looking for image: matching.png 
03-24 04:57:30  Still in matching 
03-24 04:57:32  Looking for image: matching.png 
03-24 04:57:37  Not found matching.png, maybe match done 
03-24 04:57:39  Looking for image: matching.png 
03-24 04:57:44  Not found matching.png, maybe match done 
03-24 04:57:44  matching done 
03-24 04:57:59  Select card. 
03-24 04:58:05  Wait for succeed 
03-24 04:58:23  Looking for image: bk1.png 
03-24 04:58:23  I win this round 
03-24 04:58:23  Total have win: 28/62 
03-24 04:58:23  Start Match 
03-24 04:58:25  start round match 
03-24 04:58:28  Looking for image: matching.png 
03-24 04:58:33  Not found matching.png, maybe match done 
03-24 04:58:35  Looking for image: matching.png 
03-24 04:58:40  Not found matching.png, maybe match done 
03-24 04:58:40  matching done 
03-24 04:58:55  Select card. 
03-24 04:59:00  Wait for succeed 
03-24 04:59:18  Looking for image: bk1.png 
03-24 04:59:19  I win this round 
03-24 04:59:19  Total have win: 29/63 
03-24 04:59:19  Start Match 
03-24 04:59:21  start round match 
03-24 04:59:23  Looking for image: matching.png 
03-24 04:59:28  Not found matching.png, maybe match done 
03-24 04:59:30  Looking for image: matching.png 
03-24 04:59:35  Not found matching.png, maybe match done 
03-24 04:59:35  matching done 
03-24 04:59:50  Select card. 
03-24 04:59:56  Wait for succeed 
03-24 05:00:14  Looking for image: bk1.png 
03-24 05:00:14  I win this round 
03-24 05:00:14  Total have win: 30/64 
03-24 05:00:14  Start Match 
03-24 05:00:16  start round match 
03-24 05:00:19  Looking for image: matching.png 
03-24 05:00:24  Not found matching.png, maybe match done 
03-24 05:00:26  Looking for image: matching.png 
03-24 05:00:31  Not found matching.png, maybe match done 
03-24 05:00:31  matching done 
03-24 05:00:46  Select card. 
03-24 05:00:51  Wait for succeed 
03-24 05:01:09  Looking for image: bk1.png 
03-24 05:01:10  I win this round 
03-24 05:01:10  I have win 31 round, quit now. 
03-24 05:01:10  Find postion, x=192, y=93 
03-24 05:01:10  Save screen for File m_stop.jpg done. 
03-24 07:23:51  Random Minute is :17 
03-24 07:23:51  Min hour: 3, Max hour: 23 
03-24 07:23:51  New day is coming 24 
03-24 07:23:52  It is Game time. 
03-24 07:23:52  Prepare Platform 
03-24 07:23:52  Platform is already running. 
03-24 07:24:24  Start Player successfully. 
03-24 07:24:24  Find postion, x=192, y=93 
03-24 07:24:27  Start Battle 
03-24 07:24:27  Saved Screen to file: 2018_03_24__07_24_27.png 
03-24 07:24:33  Check wide mode 
03-24 07:24:39  current is stand mode, does not need change 
03-24 07:24:44  File m_start.jpg exist, I will delete it first. 
03-24 07:24:44  Find postion, x=192, y=93 
03-24 07:24:44  Save screen for File m_start.jpg done. 
03-24 07:24:50  Total have win: 0/0 
03-24 07:24:50  Start Match 
03-24 07:24:52  start round match 
03-24 07:24:54  Looking for image: matching.png 
03-24 07:24:55  Still in matching 
03-24 07:24:57  Looking for image: matching.png 
03-24 07:24:57  Still in matching 
03-24 07:25:00  Looking for image: matching.png 
03-24 07:25:00  Still in matching 
03-24 07:25:02  Looking for image: matching.png 
03-24 07:25:03  Still in matching 
03-24 07:25:05  Looking for image: matching.png 
03-24 07:25:11  Not found matching.png, maybe match done 
03-24 07:25:13  Looking for image: matching.png 
03-24 07:25:18  Not found matching.png, maybe match done 
03-24 07:25:18  matching done 
03-24 07:25:33  Select card. 
03-24 07:25:38  Wait for succeed 
03-24 07:25:56  Looking for image: bk1.png 
03-24 07:30:08  Random Minute is :43 
03-24 07:30:08  Min hour: 3, Max hour: 23 
03-24 07:30:08  New day is coming 24 
03-24 07:30:08  It is Game time. 
03-24 07:30:08  Prepare Platform 
03-24 07:30:08  Platform is already running. 
03-24 07:30:41  Start Player successfully. 
03-24 07:30:41  Find postion, x=192, y=93 
03-24 07:30:44  Start Battle 
03-24 07:30:44  Saved Screen to file: 2018_03_24__07_30_44.png 
03-24 07:30:49  Check wide mode 
03-24 07:30:55  current is stand mode, does not need change 
03-24 07:31:01  File m_start.jpg exist, I will delete it first. 
03-24 07:31:01  Find postion, x=192, y=93 
03-24 07:31:01  Save screen for File m_start.jpg done. 
03-24 07:31:06  Total have win: 0/0 
03-24 07:31:06  Start Match 
03-24 07:31:08  start round match 
03-24 07:31:10  Looking for image: matching.png 
03-24 07:31:11  Still in matching 
03-24 07:31:13  Looking for image: matching.png 
03-24 07:31:14  Still in matching 
03-24 07:31:16  Looking for image: matching.png 
03-24 07:31:17  Still in matching 
03-24 07:31:19  Looking for image: matching.png 
03-24 07:31:24  Not found matching.png, maybe match done 
03-24 07:31:26  Looking for image: matching.png 
03-24 07:31:31  Not found matching.png, maybe match done 
03-24 07:31:31  matching done 
03-24 07:31:46  Select card. 
03-24 07:31:52  Wait for succeed 
03-24 07:32:10  Looking for image: bk1.png 
03-24 07:32:33  Looking for image: bk1.png 
03-24 07:32:56  Looking for image: bk1.png 
03-24 07:33:01  I Give up 
03-24 07:33:24  Looking for image: bk1.png 
03-24 07:33:25  Total have win: 0/1 
03-24 07:33:25  Start Match 
03-24 07:33:27  start round match 
03-24 07:33:29  Looking for image: matching.png 
03-24 07:33:30  Still in matching 
03-24 07:33:32  Looking for image: matching.png 
03-24 07:33:33  Still in matching 
03-24 07:33:35  Looking for image: matching.png 
03-24 07:33:35  Still in matching 
03-24 07:33:38  Looking for image: matching.png 
03-24 07:33:38  Still in matching 
03-24 07:33:40  Looking for image: matching.png 
03-24 07:33:46  Not found matching.png, maybe match done 
03-24 07:33:48  Looking for image: matching.png 
03-24 07:33:53  Not found matching.png, maybe match done 
03-24 07:33:53  matching done 
03-24 07:34:08  Select card. 
03-24 07:34:13  Wait for succeed 
03-24 07:34:31  Looking for image: bk1.png 
03-24 07:34:32  I win this round 
03-24 07:34:32  Total have win: 1/2 
03-24 07:34:32  Start Match 
03-24 07:34:34  start round match 
03-24 07:34:36  Looking for image: matching.png 
03-24 07:34:37  Still in matching 
03-24 07:34:39  Looking for image: matching.png 
03-24 07:34:40  Still in matching 
03-24 07:34:42  Looking for image: matching.png 
03-24 07:34:42  Still in matching 
03-24 07:34:45  Looking for image: matching.png 
03-24 07:34:50  Not found matching.png, maybe match done 
03-24 07:34:52  Looking for image: matching.png 
03-24 07:34:57  Not found matching.png, maybe match done 
03-24 07:34:57  matching done 
03-24 07:35:12  Select card. 
03-24 07:35:18  Wait for succeed 
03-24 07:35:36  Looking for image: bk1.png 
03-24 07:35:36  I win this round 
03-24 07:35:36  Total have win: 2/3 
03-24 07:35:36  Start Match 
03-24 07:35:38  start round match 
03-24 07:35:41  Looking for image: matching.png 
03-24 07:35:45  Not found matching.png, maybe match done 
03-24 07:35:47  Looking for image: matching.png 
03-24 07:35:48  Still in matching 
03-24 07:35:50  Looking for image: matching.png 
03-24 07:35:55  Not found matching.png, maybe match done 
03-24 07:35:55  matching done 
03-24 07:36:10  Select card. 
03-24 07:36:16  Wait for succeed 
03-24 07:36:34  Looking for image: bk1.png 
03-24 07:36:57  Looking for image: bk1.png 
03-24 07:37:20  Looking for image: bk1.png 
03-24 07:37:25  I Give up 
03-24 07:37:48  Looking for image: bk1.png 
03-24 07:37:49  Total have win: 2/4 
03-24 07:37:49  Start Match 
03-24 07:37:51  start round match 
03-24 07:37:53  Looking for image: matching.png 
03-24 07:37:54  Still in matching 
03-24 07:37:56  Looking for image: matching.png 
03-24 07:37:57  Still in matching 
03-24 07:37:59  Looking for image: matching.png 
03-24 07:38:03  Not found matching.png, maybe match done 
03-24 07:38:06  Looking for image: matching.png 
03-24 07:38:11  Not found matching.png, maybe match done 
03-24 07:38:11  matching done 
03-24 07:38:26  Select card. 
03-24 07:38:31  Wait for succeed 
03-24 07:38:49  Looking for image: bk1.png 
03-24 07:38:53  I win this round 
03-24 07:38:53  Total have win: 3/5 
03-24 07:38:53  Start Match 
03-24 07:38:55  start round match 
03-24 07:38:57  Looking for image: matching.png 
